timestamp,open,high,low,close,volume
1741204800000,89711.2,91000.0,89626.3,90566.1,22989.46
1741219200000,90566.1,91988.0,89955.0,91563.2,37147.404
1741233600000,91563.2,92780.3,91222.0,91311.3,32218.874
1741248000000,91311.4,91642.3,90572.4,91319.2,30673.037
1741262400000,91319.2,91420.0,89070.0,90777.9,79791.931
1741276800000,90777.9,91025.7,87790.5,88488.5,73825.248
1741291200000,88488.5,90748.0,88428.8,89887.8,49402.138
1741305600000,89887.9,91257.7,84600.0,86958.5,132530.28
1741320000000,86958.4,88569.9,86809.2,88308.8,26269.039
1741334400000,88308.8,89666.0,87932.0,88928.8,27344.006
1741348800000,88928.9,91107.9,87979.0,88424.9,106013.324
1741363200000,88425.0,88990.0,86530.0,87787.2,87066.667
1741377600000,87787.3,88494.3,85555.0,86753.8,73250.879
1741392000000,86753.8,86876.5,85108.0,85880.0,27166.455
1741406400000,85880.0,86622.9,85607.7,86159.2,14502.391
1741420800000,86159.2,86422.0,85720.0,85923.9,12411.924
1741435200000,85923.9,86587.0,85774.8,86360.0,14833.073
1741449600000,86360.0,86459.0,85605.5,86190.5,18610.891
1741464000000,86190.5,86458.8,85800.0,86184.7,8581.453
1741478400000,86184.7,86470.6,85902.0,86077.1,10664.199
1741492800000,86077.1,86128.3,85753.3,85968.9,8708.738
1741507200000,85968.8,86092.8,84601.3,84990.1,28696.135
1741521600000,84990.0,85028.1,82619.3,83030.5,56855.474
1741536000000,83030.4,83727.8,82176.9,82604.9,53961.081
1741550400000,82605.0,83515.0,79933.4,80688.8,62723.721
1741564800000,80690.7,82694.2,80001.0,82000.1,51441.0
1741579200000,82000.1,82761.0,81947.0,82277.6,18157.406
1741593600000,82277.7,84031.5,81110.0,83540.2,76138.678
1741608000000,83540.3,83728.2,79142.8,80009.7,124660.837
1741622400000,80009.7,80217.6,77410.1,79037.1,106456.31
1741636800000,79035.3,79844.4,78363.6,78567.8,39532.566
1741651200000,78567.8,79888.0,76560.0,79486.6,78235.731
1741665600000,79486.7,80585.5,79411.2,80386.0,33668.415
1741680000000,80386.0,82061.5,80291.0,81684.6,41608.884
1741694400000,81684.5,82240.0,79026.2,81190.7,139695.873
