timestamp,open,high,low,close,volume
1753243200000,798.05,802.42,791.91,794.88,184134.37
1753257600000,794.87,809.24,788.2,809.02,306445.3
1753272000000,809.01,810.55,775.44,784.9,617365.34
1753286400000,784.89,785.01,760.94,771.01,359051.68
1753300800000,771.01,777.61,752.5,776.92,258113.83
1753315200000,776.88,786.93,773.11,779.76,159222.33
1753329600000,779.77,780.43,742.61,759.33,383533.39
1753344000000,759.32,772.91,755.8,770.57,178836.05
1753358400000,770.57,781.68,761.59,778.83,210646.57
1753372800000,778.84,786.24,770.31,779.4,135802.08
1753387200000,779.4,782.17,770.0,771.15,85889.01
1753401600000,771.16,771.77,753.18,756.99,185036.51
1753416000000,756.98,767.24,752.26,761.72,190126.88
1753430400000,761.72,773.77,761.56,772.11,127472.11
1753444800000,772.11,777.36,761.02,766.22,161581.09
1753459200000,766.22,777.93,763.72,774.63,114148.07
1753473600000,774.64,786.5,773.93,785.98,83713.24
1753488000000,785.98,786.18,778.81,783.92,70374.62
1753502400000,783.93,784.55,780.85,782.96,42322.22
1753516800000,782.97,785.99,780.59,782.28,58868.84
1753531200000,782.29,783.73,779.68,781.73,37647.87
1753545600000,781.74,785.55,778.83,785.45,36357.13
1753560000000,785.44,799.0,784.04,793.61,158076.94
1753574400000,793.57,799.69,791.16,794.78,86810.06
1753588800000,794.78,799.28,794.33,796.83,63799.93
1753603200000,796.84,799.99,793.25,797.23,69951.3
1753617600000,797.23,817.56,793.99,815.97,180968.4
1753632000000,815.87,831.93,813.06,830.96,410473.66
1753646400000,830.96,848.0,827.84,844.8,281026.08
1753660800000,844.71,856.21,840.17,842.24,301074.56
1753675200000,842.25,861.48,840.4,856.25,293607.27
1753689600000,856.21,861.76,845.62,851.15,251034.1
1753704000000,851.16,858.12,831.84,836.75,424414.37
1753718400000,836.74,841.62,826.29,832.27,223857.84
1753732800000,832.32,833.03,821.0,824.48,185590.96
1753747200000,824.48,835.67,813.68,829.61,267954.97
1753761600000,829.6,834.59,825.57,825.96,170047.66
1753776000000,825.97,834.44,821.41,826.9,197885.63
1753790400000,826.9,831.02,802.42,805.73,343199.49
1753804800000,805.71,816.08,800.96,804.1,223799.96
1753819200000,804.11,809.92,800.61,805.82,109986.61
1753833600000,805.82,812.28,796.0,805.15,152118.17
1753848000000,805.14,807.24,796.02,800.94,134862.56
1753862400000,800.93,806.2,787.12,789.29,199009.14
1753876800000,789.29,796.36,779.55,791.19,302048.48
1753891200000,791.2,795.27,765.79,785.75,281605.73
1753905600000,785.75,794.23,783.51,794.07,93901.05
1753920000000,794.08,800.0,791.38,799.33,99633.71
1753934400000,799.33,805.8,797.3,804.03,92437.82
1753948800000,804.03,815.0,799.32,800.91,162141.05
1753963200000,800.91,801.65,787.91,800.03,220220.53
1753977600000,800.01,813.91,794.1,796.48,305948.54
1753992000000,796.49,799.18,782.01,783.68,163550.52
1754006400000,783.67,795.88,775.04,784.51,231427.12
1754020800000,784.5,784.85,770.67,773.8,186144.21
1754035200000,773.8,773.8,763.49,772.03,208560.96
1754049600000,772.03,776.42,757.55,764.46,296674.39
1754064000000,764.46,768.39,754.01,761.88,170858.9
1754078400000,761.89,763.32,745.0,757.64,177919.74
1754092800000,757.64,769.15,755.89,764.64,96186.39
1754107200000,764.64,770.47,750.4,759.34,138135.49
1754121600000,759.33,759.71,751.0,756.68,81953.35
1754136000000,756.67,756.72,741.55,743.43,123559.69
1754150400000,743.44,750.27,734.38,737.75,191182.59
1754164800000,737.74,745.65,732.82,736.97,95153.99
1754179200000,736.97,745.0,730.43,744.31,112423.79
1754193600000,744.31,749.22,741.58,748.36,53363.05
1754208000000,748.36,753.6,746.64,748.69,78148.26
1754222400000,748.68,751.57,745.78,748.86,61605.1
1754236800000,748.88,755.68,747.35,753.04,59309.21
1754251200000,753.04,754.95,750.6,751.41,43344.3
1754265600000,751.4,759.31,750.56,754.25,85701.26
1754280000000,754.26,758.3,752.25,757.31,42976.12
1754294400000,757.31,760.5,754.74,755.61,63243.52
1754308800000,755.61,766.0,755.2,760.76,123680.5
1754323200000,760.76,769.96,759.94,761.22,99885.31
1754337600000,761.21,770.0,760.36,768.89,68560.49
1754352000000,768.89,770.04,760.49,760.96,52960.87
1754366400000,760.95,767.35,755.0,757.67,79005.44
1754380800000,757.6,766.52,755.84,765.44,68302.11
1754395200000,765.45,765.88,746.41,749.39,182439.76
1754409600000,749.39,754.72,747.64,748.84,77416.39
1754424000000,748.84,756.66,745.41,755.57,63742.89
1754438400000,755.56,756.4,746.39,748.98,64019.21
1754452800000,749.0,763.67,747.53,763.49,106164.13
1754467200000,763.5,765.46,759.12,762.6,75589.35
1754481600000,762.6,770.39,758.16,769.71,126416.45
1754496000000,769.71,775.39,766.22,773.57,80171.79
1754510400000,773.57,773.76,768.34,769.94,40007.24
1754524800000,769.94,775.09,765.67,766.81,66639.13
1754539200000,766.8,770.0,765.26,768.61,57564.45
1754553600000,768.62,780.0,764.78,777.35,130699.11
1754568000000,777.36,778.36,771.0,775.95,114743.4
1754582400000,775.95,781.0,768.23,780.96,90266.65
1754596800000,780.96,788.99,780.47,788.99,92627.21
1754611200000,788.99,793.39,781.1,786.76,145679.95
1754625600000,786.75,792.16,784.27,790.07,67683.54
1754640000000,790.07,791.2,784.4,789.65,57767.0
1754654400000,789.64,797.2,782.0,785.21,143642.29
1754668800000,785.21,797.0,784.82,795.89,76905.94
1754683200000,795.89,799.0,793.1,793.71,65039.64
1754697600000,793.72,797.95,792.89,797.39,42235.31
1754712000000,797.39,810.66,797.0,810.06,155590.68
1754726400000,810.05,819.86,806.37,812.15,155738.67
1754740800000,812.15,816.07,805.24,806.89,98279.87
1754755200000,806.89,809.37,803.19,805.07,84309.08
1754769600000,805.08,808.15,798.27,799.16,78567.05
1754784000000,799.17,813.7,799.16,811.74,97363.34
1754798400000,811.75,816.04,798.69,799.82,128745.56
1754812800000,799.82,805.17,794.02,799.42,89546.62
1754827200000,799.41,804.18,796.05,802.36,69143.57
1754841600000,802.37,804.99,800.42,803.28,31628.78
1754856000000,803.28,807.75,799.22,807.65,50791.79
1754870400000,807.65,828.22,806.55,821.73,223971.69
1754884800000,821.74,825.16,809.5,812.13,135577.67
1754899200000,812.12,816.94,791.1,796.42,188852.53
1754913600000,796.42,807.82,792.51,807.59,180920.69
1754928000000,807.6,812.45,801.18,806.51,127030.2
1754942400000,806.51,811.0,796.48,805.26,94063.34
1754956800000,805.25,815.53,803.79,808.56,98893.52
1754971200000,808.55,813.67,803.2,808.21,80586.11
1754985600000,808.21,809.32,797.7,803.32,83942.35
1755000000000,803.31,821.2,800.52,821.15,211539.6
1755014400000,821.15,833.38,821.15,832.34,174816.97
1755028800000,832.34,840.66,831.12,833.05,140223.51
1755043200000,833.05,841.6,828.83,836.73,126129.78
1755057600000,836.74,855.44,833.31,847.31,286874.57
1755072000000,847.31,859.16,844.96,855.45,229279.6
1755086400000,855.45,860.0,839.36,842.28,256339.25
1755100800000,842.27,849.15,838.01,845.67,103597.51
1755115200000,845.66,850.45,839.05,848.3,94737.82
1755129600000,848.29,857.5,844.31,855.64,120453.91
1755144000000,855.65,867.49,850.31,858.28,308703.01
1755158400000,858.29,870.15,855.83,862.67,245697.32
1755172800000,862.67,866.0,821.0,847.37,630188.17
1755187200000,847.38,848.52,828.21,838.54,229407.12
1755201600000,838.53,843.45,825.18,840.8,131065.04
1755216000000,840.77,849.84,834.09,849.08,108731.81
1755230400000,849.08,853.99,845.7,848.59,99917.38
1755244800000,848.56,853.19,841.0,844.05,118356.7
1755259200000,844.04,847.79,815.8,818.9,283765.57
1755273600000,818.9,826.31,812.8,821.0,150119.79
1755288000000,820.99,832.28,819.4,828.0,75116.53
1755302400000,828.0,837.0,826.21,832.18,80834.06
1755316800000,832.17,837.41,830.49,835.86,58874.73
1755331200000,835.85,836.7,826.72,826.98,71165.78
1755345600000,826.99,835.96,825.4,832.13,74360.55
1755360000000,832.12,836.81,831.61,834.73,36037.78
1755374400000,834.74,839.7,833.74,838.97,42295.99
1755388800000,838.98,852.25,838.36,845.17,142230.62
1755403200000,845.18,856.48,845.17,854.61,90330.96
1755417600000,854.62,864.48,852.04,861.92,147092.45
1755432000000,861.93,862.6,855.66,860.44,87294.9
1755446400000,860.43,861.86,849.16,851.58,89540.35
1755460800000,851.58,859.49,850.92,855.96,60186.95
1755475200000,855.95,859.1,831.83,836.03,230777.29
1755489600000,836.03,840.04,825.19,830.45,147018.91
1755504000000,830.44,837.77,828.6,831.73,120669.56
1755518400000,831.72,842.67,830.85,842.12,134345.87
1755532800000,842.11,848.57,838.7,845.22,91558.83
1755547200000,845.22,856.53,842.97,847.56,106049.35
1755561600000,847.56,852.6,840.44,842.37,182054.23
1755576000000,842.37,850.44,835.67,838.75,147429.69
1755590400000,838.74,848.8,836.13,846.75,96458.9
1755604800000,846.76,848.3,830.0,832.59,174872.52
1755619200000,832.59,835.52,825.18,833.19,121482.85
1755633600000,833.19,837.61,823.25,824.44,78126.48
1755648000000,824.45,837.59,818.54,836.82,173353.54
1755662400000,836.83,837.87,832.73,834.71,59288.33
1755676800000,834.72,835.34,826.37,831.49,108826.22
1755691200000,831.49,838.28,819.06,833.53,200546.72
1755705600000,833.55,870.99,833.55,869.66,378849.11
1755720000000,869.65,882.0,867.14,869.71,254860.91
1755734400000,869.72,884.54,866.7,866.77,252000.12
1755748800000,866.77,867.19,858.16,862.94,200661.71
1755763200000,862.94,864.98,850.0,851.75,209259.91
1755777600000,851.75,856.85,841.52,842.46,225012.72
1755792000000,842.46,845.16,835.32,836.73,130867.44
1755806400000,836.73,843.26,833.72,839.78,81914.62
1755820800000,839.79,853.86,839.52,846.02,135344.84
1755835200000,846.03,854.94,846.02,851.49,106816.12
1755849600000,851.49,855.68,844.57,849.48,106282.55
1755864000000,849.48,882.81,843.07,876.99,502580.61
1755878400000,877.0,899.33,877.0,895.5,319922.58
1755892800000,895.5,901.76,893.4,901.0,146629.74
1755907200000,901.01,901.08,876.42,883.52,234769.43
1755921600000,883.51,893.83,883.11,888.02,127411.57
1755936000000,888.03,900.0,884.68,889.05,161448.55
1755950400000,889.05,894.72,886.01,889.17,108971.95
1755964800000,889.17,890.49,879.57,883.91,112172.36
1755979200000,883.9,884.45,876.98,880.86,77589.52
1755993600000,880.87,887.01,875.07,879.18,146950.3
1756008000000,879.17,882.91,870.79,870.87,121916.3
1756022400000,870.87,872.72,860.93,861.99,158389.06
1756036800000,861.99,872.72,860.25,867.73,146818.06
1756051200000,867.73,883.89,860.0,870.13,279230.24
1756065600000,870.13,880.72,860.68,876.9,186270.72
1756080000000,876.91,881.3,866.21,876.69,147462.86
1756094400000,876.7,880.0,855.82,858.93,196331.33
